Date,Account,Name,Reference,Type,Value,VATValue,PaidIndicator
2/21/2019,B0010,BALFOUR BEATTY PLANT & FLEET,INV487947,Invoice,237.90,39.65,
9/8/2000,B0025,BLUE LINE ACCESS LTD,INV400067,Invoice,306.16,45.60,
3/9/2010,B0025,BLUE LINE ACCESS LTD,allocate,Adjustment,-306.16,0.00,
1/21/2019,B0080,BLACKPOOL COUNCIL,INV487274,Invoice,230.74,38.46,
12/8/2017,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV479507,Invoice,427.99,71.33,
1/9/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV479858,Invoice,19.51,3.25,
5/2/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV482360,Invoice,96.86,16.14,
9/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484657,Invoice,56.52,9.42,
9/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484658,Invoice,16.68,2.78,
9/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484659,Invoice,53.81,8.97,
9/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484660,Invoice,9.85,1.64,
9/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484661,Invoice,283.30,47.22,
9/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484662,Invoice,24.35,4.06,
9/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484666,Invoice,66.18,11.03,
9/7/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484766,Invoice,"2,613.46",435.57,
9/17/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484899,Invoice,"2,613.46",435.57,
9/18/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484924,Invoice,"2,396.08",399.35,
9/21/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV484997,Invoice,"1,598.37",266.40,
10/16/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV485427,Invoice,56.52,9.42,
10/18/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV485505,Invoice,496.68,82.78,
11/5/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV485897,Invoice,242.42,40.40,
11/14/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV486030,Invoice,"1,648.16",274.70,
11/16/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV486093,Invoice,"2,642.86",440.47,
11/16/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV486094,Invoice,"1,586.37",264.40,
11/27/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV486297,Invoice,67.12,11.19,
12/6/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV486577,Invoice,127.54,21.26,
12/6/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV486578,Invoice,185.71,30.95,
12/10/2018,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV486607,Invoice,153.49,25.58,
1/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),CRE9223,C/Note,-102.67,-17.11,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487038,Invoice,7.50,1.25,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487039,Invoice,245.33,40.89,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487040,Invoice,47.62,7.94,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487041,Invoice,40.15,6.69,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487042,Invoice,"1,586.37",264.40,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487043,Invoice,55.30,9.22,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487044,Invoice,392.82,65.47,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487045,Invoice,392.82,65.47,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487046,Invoice,23.75,3.96,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487047,Invoice,20.82,3.47,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487048,Invoice,17.78,2.96,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487049,Invoice,"2,699.78",449.96,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487050,Invoice,107.51,17.92,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487051,Invoice,38.83,6.47,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487052,Invoice,67.12,11.19,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487053,Invoice,185.06,30.84,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487054,Invoice,91.68,15.28,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487055,Invoice,167.00,27.83,
1/9/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487056,Invoice,135.97,22.66,
1/10/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487099,Invoice,161.29,26.88,
1/10/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487100,Invoice,101.82,16.97,
1/10/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487101,Invoice,360.73,60.12,
1/10/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),CRE9225,C/Note,-127.54,-21.26,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487128,Invoice,372.13,62.02,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487129,Invoice,41.17,6.86,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487130,Invoice,360.73,60.12,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487131,Invoice,33.23,5.54,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487132,Invoice,464.29,77.38,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487133,Invoice,42.29,7.05,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487134,Invoice,38.56,6.43,
1/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487135,Invoice,135.97,22.66,
1/14/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487174,Invoice,82.95,13.82,
1/14/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487175,Invoice,40.44,6.74,
1/14/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487176,Invoice,40.64,6.77,
1/14/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487177,Invoice,16.65,2.77,
1/15/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487191,Invoice,19.86,3.31,
1/16/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487243,Invoice,12.60,2.10,
1/16/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487244,Invoice,135.97,22.66,
1/16/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487245,Invoice,123.37,20.56,
1/16/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487246,Invoice,4.91,0.82,
1/16/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487247,Invoice,96.86,16.14,
1/17/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487260,Invoice,93.79,15.63,
1/17/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487261,Invoice,43.04,7.17,
1/17/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487262,Invoice,42.64,7.10,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487275,Invoice,96.86,16.14,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487276,Invoice,16.21,2.70,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487277,Invoice,152.32,25.39,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487278,Invoice,42.29,7.05,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487279,Invoice,"1,645.37",274.23,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487280,Invoice,"1,586.37",264.40,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487281,Invoice,"2,642.86",440.47,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487282,Invoice,60.96,10.16,
1/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487283,Invoice,16.16,2.70,
1/23/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487321,Invoice,101.15,16.86,
1/23/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487322,Invoice,336.52,56.09,
1/23/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487323,Invoice,37.12,6.19,
1/23/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487324,Invoice,328.93,54.82,
1/23/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487325,Invoice,49.28,8.21,
1/23/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487326,Invoice,"2,642.86",440.47,
1/24/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487385,Invoice,150.18,25.03,
1/25/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487408,Invoice,149.96,24.99,
1/28/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487426,Invoice,12.60,2.10,
1/28/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487427,Invoice,360.73,60.12,
1/28/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487428,Invoice,43.04,7.17,
1/28/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487429,Invoice,620.57,103.43,
1/29/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487470,Invoice,545.24,90.87,
1/30/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487508,Invoice,207.87,34.65,
1/31/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487538,Invoice,140.92,23.49,
1/31/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487539,Invoice,106.60,17.76,
1/31/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487540,Invoice,104.63,17.44,
1/31/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487551,Invoice,5.86,0.98,
2/4/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487565,Invoice,56.06,9.34,
2/4/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487566,Invoice,"1,586.37",264.40,
2/4/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487567,Invoice,69.67,11.61,
2/4/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487568,Invoice,43.04,7.17,
2/4/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487569,Invoice,43.28,7.22,
2/4/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487570,Invoice,44.78,7.46,
2/4/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487571,Invoice,260.74,43.46,
2/5/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487585,Invoice,91.52,15.25,
2/5/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487586,Invoice,49.60,8.27,
2/5/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487587,Invoice,32.28,5.38,
2/6/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487696,Invoice,639.42,106.57,
2/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487708,Invoice,7.80,1.30,
2/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487709,Invoice,"1,607.38",267.91,
2/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487710,Invoice,105.14,17.52,
2/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487711,Invoice,43.50,7.25,
2/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487712,Invoice,619.58,103.27,
2/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487713,Invoice,23.98,4.00,
2/7/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487714,Invoice,9.77,1.63,
2/8/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487726,Invoice,123.37,20.56,
2/11/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487734,Invoice,43.04,7.17,
2/12/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487743,Invoice,35.68,5.95,
2/12/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487744,Invoice,135.97,22.66,
2/12/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487745,Invoice,135.97,22.66,
2/13/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487759,Invoice,135.97,22.66,
2/13/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487760,Invoice,152.87,25.47,
2/13/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487761,Invoice,60.34,10.06,
2/14/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487778,Invoice,"2,654.86",442.47,
2/14/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487779,Invoice,"2,661.66",443.60,
2/14/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487780,Invoice,137.36,22.89,
2/15/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487789,Invoice,43.04,7.17,
2/15/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487790,Invoice,397.28,66.21,
2/15/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487791,Invoice,12.60,2.10,
2/19/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487816,Invoice,17.83,2.97,
2/20/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487898,Invoice,737.72,122.95,
2/20/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487899,Invoice,43.48,7.25,
2/20/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487900,Invoice,500.80,83.47,
2/20/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487901,Invoice,246.07,41.01,
2/20/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487902,Invoice,119.14,19.86,
2/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487923,Invoice,219.30,36.55,
2/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487924,Invoice,91.97,15.33,
2/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487925,Invoice,204.53,34.09,
2/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487926,Invoice,96.86,16.14,
2/21/2019,BOO47,BT FLEET LTD(ACCOUNTS PAYABLE),INV487927,Invoice,123.37,20.56,
12/16/2005,C0051,T CARTLEDGE LTD,INV416069,Invoice,50.84,7.58,
2/24/2006,C0051,T CARTLEDGE LTD,CRE5945,C/Note,-50.84,-7.58,
2/15/2019,C0110,CUMBRIA COUNCIL FLEET SERVICES,INV487793,Invoice,27.26,4.54,
9/14/2006,CC004,SKYLINE HEIGHT SOLUTIONS,INV419063,Invoice,56.99,8.49,
3/9/2010,CC004,SKYLINE HEIGHT SOLUTIONS,allocate,Adjustment,-56.99,0.00,
10/2/2018,CC081,WILLIAM DUNNET & CO LTD,1803408,Receipt,-339.79,0.00,
10/8/2018,CC081,WILLIAM DUNNET & CO LTD,INV485321,Invoice,339.79,56.63,
1/21/2019,CC099,AERIAL ACCESS SERVICES LTD,INV487310,Invoice,85.21,14.20,
1/31/2019,CC099,AERIAL ACCESS SERVICES LTD,INV487537,Invoice,150.35,25.06,
2/14/2019,CC099,AERIAL ACCESS SERVICES LTD,INV487777,Invoice,471.34,78.56,
12/19/2017,CC1042,DERMOT MORAN,1712090,Receipt,-59.73,0.00,
12/20/2017,CC1042,DERMOT MORAN,INV479644,Invoice,59.73,9.95,
3/12/2018,CC1048,ELITE ARBORISTS,1712089,Adjustment,540.00,0.00,
10/12/2018,CC1048,ELITE ARBORISTS,CRE9143,C/Note,-540.00,-90.00,
1/8/2019,CC1049,RS MECHANICAL SERVICES(UK) LTD,1803918,Receipt,-198.50,0.00,
1/9/2019,CC1049,RS MECHANICAL SERVICES(UK) LTD,INV487081,Invoice,198.50,33.08,
7/20/2017,CC1052,B K FORKLIFTS (IRL) LTD,CCard,Receipt,-80.61,0.00,
7/20/2017,CC1052,B K FORKLIFTS (IRL) LTD,INV477053,Invoice,80.61,0.00,
7/31/2017,CC1060,KINGFISHER ACCESS,On A/C,Receipt,"-1,850.47",0.00,
8/2/2017,CC1060,KINGFISHER ACCESS,INV477248,Invoice,"1,850.47",308.42,
8/14/2017,CC1065,LOCAL CHERRY PICKER,07061,Receipt,-237.90,0.00,
5/8/2018,CC1065,LOCAL CHERRY PICKER,INV482527,Invoice,237.90,39.65,
2/20/2019,CC107,GM COMMERCIALS,INV487904,Invoice,22.03,3.67,
2/21/2019,CC107,GM COMMERCIALS,INV487932,Invoice,154.03,25.67,
1/25/2018,CC1087,JON GREENSLADE,1801133,Receipt,-46.24,0.00,
1/26/2018,CC1087,JON GREENSLADE,INV480182,Invoice,46.24,7.70,
10/23/2017,CC1089,CLIVE PAYNE,1710111,Receipt,-77.23,0.00,
11/15/2017,CC1089,CLIVE PAYNE,INV479052,Invoice,77.23,12.87,
11/7/2017,CC1096,PIRTEK DUBLIN,1711039,Receipt,-792.00,0.00,
11/7/2017,CC1096,PIRTEK DUBLIN,INV478895,Invoice,792.00,0.00,
11/30/2017,CC1098,MORETUBE ENGINEERING LIMITED,1711178,Receipt,-137.02,0.00,
12/1/2017,CC1098,MORETUBE ENGINEERING LIMITED,INV479336,Invoice,119.50,19.92,
12/1/2017,CC1098,MORETUBE ENGINEERING LIMITED,INV479337,Invoice,17.52,2.92,
12/18/2018,CC1100,HEIGHT PLATFORMS LTD,INV486781,Invoice,"2,857.68",0.00,
12/21/2018,CC1100,HEIGHT PLATFORMS LTD,INV486878,Invoice,23.01,0.00,
1/9/2019,CC1100,HEIGHT PLATFORMS LTD,INV487064,Invoice,428.16,0.00,
1/15/2019,CC1100,HEIGHT PLATFORMS LTD,INV487194,Invoice,18.53,0.00,
1/15/2019,CC1100,HEIGHT PLATFORMS LTD,INV487195,Invoice,145.23,0.00,
1/17/2019,CC1100,HEIGHT PLATFORMS LTD,INV487265,Invoice,54.80,0.00,
10/23/2018,CC1112,ATLAS REPAIRS,CRE9149,C/Note,-165.40,-27.57,
10/23/2018,CC1112,ATLAS REPAIRS,CRE9150,C/Note,-347.60,-57.93,
1/31/2018,CC1119,FALLES ACCIDENT REPAIR,1801158,Receipt,"-2,609.54",0.00,
2/8/2018,CC1119,FALLES ACCIDENT REPAIR,INV480452,Invoice,"2,609.54",0.00,
3/21/2018,CC1120,BLAST ACCESS ENGINEERING,INV481635,Invoice,272.60,45.43,
3/22/2018,CC1120,BLAST ACCESS ENGINEERING,1802243,Receipt,-298.69,0.00,
3/23/2018,CC1120,BLAST ACCESS ENGINEERING,INV481730,Invoice,26.09,4.35,
3/21/2018,CC1124,J A M DRILLING,INV481646,Invoice,48.33,8.05,
3/22/2018,CC1124,J A M DRILLING,1802243,Receipt,-132.02,0.00,
3/29/2018,CC1124,J A M DRILLING,INV481860,Invoice,83.69,13.95,
5/9/2018,CC1138,KING TREE SERVICES LTD,1802551,Receipt,-110.12,0.00,
6/21/2018,CC1138,KING TREE SERVICES LTD,INV483341,Invoice,110.12,0.00,
2/8/2019,CC1138,KING TREE SERVICES LTD,1804116,Receipt,-520.00,0.00,
2/12/2019,CC1138,KING TREE SERVICES LTD,INV487746,Invoice,520.00,0.00,
1/18/2019,CC1140,PETER GORSE,1803990,Receipt,-74.83,0.00,
1/23/2019,CC1140,PETER GORSE,INV487330,Invoice,74.83,12.47,
11/27/2018,CC1158,M A S AUTOS PD LTD,INV486300,Invoice,449.78,74.96,
11/29/2018,CC1158,M A S AUTOS PD LTD,1803715,Receipt,-714.33,0.00,
12/21/2018,CC1158,M A S AUTOS PD LTD,INV486881,Invoice,63.49,10.58,
1/10/2019,CC1158,M A S AUTOS PD LTD,INV487106,Invoice,201.06,33.51,
10/5/2018,CC1165,MARTIN BENNETT,1803428,Receipt,-64.52,0.00,
