Company,VendorID,Name,VendorNum,Address1,Address2,Address3,City,State,ZIP,PhoneNum,DefaultFOB,TermsCode
VE,AME0001,AMERICAN WIRE ROPE & SLING,47,3122 ENGLE ROAD,,,FORT WAYNE,IN,46809,(260) 478-4700,,1
VE,AME0002,"AMERICAN LIGHTING, INC.",48,7660 JEWELL AVE. #C,,BEN KNOERDEL,DENVER,CO,80231,303-695-3019,,1
VE,AME0007,AMERICAN ELECTRIC POWER,49,PO BOX 24002,,,CANTON,OH,44701-4002,(888) 710-4237,,00
VE,AME0018,"AMERICAN VAN EQUIPMENT, INC.",50,149 LEHIGH AVE.,PO BOX 3011,,LAKEWOOD,NJ,8701,(800) 526-4743,,1
VE,AME0019,AMERICAN POWER SYSTEMS,51,426 W. SECOND STREET,,,DAVENPORT,IA,52801,(563) 323-7994,,15
VE,AME0020,AMERICAN GALVANIZING CO.,52,PO BOX 101021,,,ATLANTA,GA,30392-1021,(609) 567-2090,,5
VE,AME0021,STELLAR IND.INC.AMERICAN EAGLE,53,PO BOX 1450,,,MINNEAPOLIS,MN,55485,(800) 392-3015,,1
VE,AME0025,AMERICAN SIGN PRODUCTS,54,384 EAST HIGHLAND ROAD,,,MACEDONIA,OH,44056,(800) 223-5995,,99
VE,AME0028,AMERICAN HOSE & HYDRAULICS,55,521 LONGFELLOW AVE,,,BRONX,NY,10474,(718) 893-8157,,00
VE,AME0030,AMERICAN VENDING MACHINES,56,2035 SHENANDOAH AVE.,,,SAINT LOUIS,MO,63104,314-771-8363,,99
VE,AME0032,AMERICAN HONDA MOTORS,57,4900 MARCONI DRIVE,,,ALPHARETTA,GA,30005-8847,(800) 354-6632,,00
VE,AME0033,"AMERIGREEN ENERGY, INC",58,1650 MANHEIM PIKE,SUITE 201,,LANCASTER,PA,17601,(717) 945-1392,,1
VE,AME0035,AMERICAN BUS AND SPRINTER VAN,59,195 DEFENCE HIGHWAY,,,ANNAPOLIS,MD,21401,(410) 224-8224,,1
VE,AME0036,AMERICAN INTELLITECH INC.,60,P.O. BOX 507,,,JEROME,PA,15937,814-241-4586,,5
VE,AME0038,AMERICAN PM CRANE,61,906 WEST GROVE ST,,,ORLANDO,FL,32805,(407) 246-1642,,00
VE,AME0039,AMERICAN TRUCK CRANE,62,10015 N.W. 87 AVE,,,MEDLEY,FL,33178,(305) 887-7170,,5
VE,AMT0000,AMTRUST NORTH AMERICA,63,PO BOX 6939,,,CLEVELAND,OH,44101-1939,,,00
VE,AND0002,ANDERSON CRANE & BRIDGE TECH.,64,803 OLDE MILL LANE,,,NORCROSS,GA,30093,(770) 558-1074,,1
VE,ANI0000,"ANIXTER POWER SOLUTIONS, INC.",65,PO BOX 842584,,,DALLAS,TX,75284-2584,800-536-0708,,1
VE,ANN0001,"ANNOD INDUSTRIES, INC.",66,PO BOX 2366,,,ELKHART,IN,46515,(574) 970-4696,,1
VE,APA0002,AP AIR INC.,67,805 13TH STREET NORTH,,,HUMBOLDT,IA,50548,(800) 806-5312,,1
VE,APP0001,APPLIED INDUSTRIAL TECHNOLOGIE,68,ONE APPLIED PLAZA,,,CLEVELAND,OH,44115,(877) 279-2799,,99
VE,APP007,APPLE.COM,69,ON-LINE VENDOR,,,,,,,,00
VE,APW0002,APWA CENTRAL PA CHAPTER,70,75 MILLER ROAD,,,WILLOW STREET,PA,17584,(717) 291-4839,,00
VE,APX0003,APEX INDUSTRIAL SUPPLY,71,1401 AIR WING ROAD,,,SAN DIEGO,CA,92154,(619) 661-6200,,99
VE,ARB0000,ARBORTECH-STAHL,72,PO BOX 5440-N,,,CLEVELAND,OH,44193,800-255-5715,,1
VE,ARM0001,ARMSTRONG TRANSPORT GROUP INC.,73,P.O. BOX 74815,,,CHICAGO,IL,60694-4815,877-240-1181,,5
VE,ARR0000,ARROW SAFETY DEVICE CO.,74,P.O. BOX 205,,,SELBYVILLE,DE,19975,(302) 856-2516,,1
VE,ASS0000,"ASSOCIATED FASTENERS, INC",75,6854 CHRISPHALT DRIVE,PO BOX C,,BATH,PA,18014,(800) 342-0006,,1
VE,ASS0001,ASSOCIATED TRUCK PARTS,76,1075 EAST PHILADELPHIA  AVE.,,,GILBERTSVILLE,PA,19525,(610) 437-4734,,1
VE,ATL0000,"ATLAS MACHINING & WELDING, INC.",77,777 SMITH LANE,,,NORTHAMPTON,PA,18067-0072,610-262-1374,,1
VE,ATL0003,"ATLAS FLASHER AND SUPPLY, INC.",78,PO BOX 488,,,MICKLETON,NJ,8056,(856) 423-3333,,1
VE,ATL0004,ATLAS COPCO COMPRESSORS INC,79,260 CORPORATE DRIVE,,,READING,PA,19605,(610) 587-5027,,00
VE,ATL0005,"ATLANTIC CRANE, INC.",80,7562 PENN DRIVE,PO BOX 728,,FOGELSVILLE,PA,18051-0728,(610) 366-1540,,00
VE,AUG0001,"AUGER TECHNOLOGIES, INC.",81,P.O. BOX 588,,,HARRISON,OH,45030,(513) 497-4998,,1
VE,AUS0001,"AUSTIN HARDWARE & SUPPLY, INC",82,DEPT. CH 19373,,,PALATINE,IL,60055-9373,(866) 256-9611,,1
VE,AUS0004,ZACHARY AUSTIN,83,408 FRONT STREET,,,EASTON,PA,18042,,,00
VE,AUT0008,AUTO TOOL WORLD,84,2892 PRAIRIE DRIVE,,,LEWIS CENTER,OH,43035,(877) 570-6295,,99
VE,AUT0013,AUTOMOTIVE LIFT SPECIALIST INC.,85,7035 RUPPSVILLE ROAD,,,ALLENTOWN,PA,18106,484-350-3117,,5
VE,AXA0001,AXALTA COATING ASYSTEMS,86,PO BOX 2323,,,CAROL STREAM,IL,60132-2323,610-358-5267,,15
VE,B&H0000,B&H PHOTO & ELECTRONICS SHOP,87,420 9TH AVE. N.,,,NEW YORK,NY,10001,(800) 221-5743,,99
VE,BAI0000,BAILEY INTERNATIONAL CORP.,88,6431 BAUM DRIVE,,,KNOXVILLE,TN,37919,(800) 800-1810,,00
VE,BAI0001,BAILEY INSURANCE & FINANCIAL,89,P.O. BOX 298,1201 WASHINGTON AVE.,,WACO,TX,76703,(254) 753-5317,,1
VE,BAK0007,BAKER AERIAL,90,3 RIGA LANE,,,BIRDSBORO,PA,19508,(610) 495-7091,,13
VE,BAK0008,BAKER EQUIPMENT - RICHMOND,91,1112 WASHINGTON HGWY,,,GLEN ALLEN,VA,23059,(804) 864-6840,,13
VE,BAR0000,"F. BARKOW, INC.",92,3830 N. FRATNEY STREET,,,MILWAUKEE,WI,53212,(414) 332-7311,,00
VE,BAR0006,BARGAINLOCKS,93,BARGAINLOCKS WEB ORDERS,,,,,,,,99
VE,BAT0003,BATH TRUCK CAPS,94,533 EAST MAIN STREET,,,BATH,PA,18014,610-837-0111,,00
VE,BAT0004,BATH SUPPLY CO. INC.,95,457 RACE STREET,P O BOX 100,,BATH,PA,18014,(610) 837-1805,,1
VE,BAT0005,BATTS RACING,96,PO BOX 823,,,RUTHER GLEN,VA,22546,804-364-3553,,99
VE,BAT0006,BATTERY SHARKS,97,60 ANGELS CREST,,,RED HOOK,NY,12571,800-657-1303,,99
VE,BAT0007,BATTERIES PLUS BULBS,98,3021 LEHIGH ST,,,ALLENTOWN,PA,18103,(484) 221-8946,,00
VE,BAY0000,BAYSHORE FORD TRUCK SALES,99,4003 NORTH DUPONT HWY,,,NEW CASTLE,DE,19720,302-656-3160,,1
VE,BAY0002,BAY FASTENING SYSTEMS,100,30 BANFI PLAZA NORTH,,,FARMINGDALE,NY,11735,(800) 718-8818,,99
VE,BDI0000,BDI - BEARING DISTRIBUTORS INC,101,417 APPLEGROVE ST NW,,,NORTH CANTON,OH,44720,(330) 498-4980,,00
VE,BEA0003,BEAVER MOTORS,102,19689 ROUTE 522,,,BEAVER SPRINGS,PA,17812,888-318-5343,,00
VE,BEC0002,"BECCA, INC.",103,2010 COBB INTERNATIONAL BLVD,,,KENNESAW,GA,30152,800-655-5649,,00
VE,BEL0016,BELTWAY INTERNATIONAL TRK,104,1800 SULPHUR SPRINGS RD,,,HALETHORPE,MD,21227,(410) 247-5700,,14
VE,BEN0000,BENNETT NETWORK SYSTEMS,105,PO BOX 100004,,,MCDONOUGH,GA,30253-9304,(800) 866-5500,,13
VE,BEN0002,"BENNETT MOTOR EXPRESS, LLC",106,PO BOX 100004,1001 INDUSTRIAL PARKWAY,,MCDONOUGH,GA,30253-9304,(800) 866-5500,,6
VE,BEN0005,BENJAMIN STEEL,107,777 BENJAMIN DR,,,SPRINGFIELD,OH,45502,1-800-762-0926,,1
VE,BER0001,BERGEY'S TIRE & SERVICE CENTER,108,462 HARLEYSVILLE PIKE,,,SOUDERTON,PA,18964,(610) 252-5769,,99
VE,BER0010,BERGEY'S VOLVO/GMC TRUCK,109,462 HARLEYSVILLE PIKE,,,FRANCONIA,PA,18924,(215) 822-0402,,00
VE,BES0012,BEST MATERIALS,110,2338 NORTH 33RD AVE.,,,PHOENIX,AZ,85009,(800) 474-7570,,99
VE,BET0002,"BETTS INDUSTRIES, INC",111,1800 PENN AVENUE W,BOX 888,,WARREN,PA,16365,(814) 723-1250,,1
VE,BET0005,"BETH-ALLEN LADDER CO., INC.",112,2124 WEST BROAD STREET,,,BETHLEHEM,PA,18018,(610) 866-4242,,1
VE,BET0007,BETH AREA SCHOOL DISTRICT- R E TAX,113,C/O  PSDLAF - LOCKBOX 824485,PO BOX 824485,,PHILADELPHIA,PA,19182-4485,,,5
VE,BET0008,BETHLEHEM TOWNSHIP,114,4225 EASTON AVENUE,,,BETHLEHEM,PA,18020,,,5
VE,BEV0001,BEVERAGE TRUCK PARTS,115,4427 MIDLOTHIAN TURNPIKE,,,MIDLOTHIAN,IL,60445,(877) 461-7911,,99
VE,BEY0001,BEYOND COMPONENTS,116,ACCOUNTS RECIVABLE,5 CARL THOMPSON ROAD,,WESTFORD,MA,1886,(610) 518-9511,,1
VE,BEY0002,BEYER CHRYSLER DODGE JEEP RAM,117,200 RIDGEDALE AVE,,,MORRISTOWN,NJ,7960,(973) 267-8300,,31
VE,BGI0001,"B&G INDUSTRIES, INC",118,2925 9TH AVE SW,,,WATERTOWN,SD,57201,(605) 753-4876,,36
VE,BIL0001,BILCO WIRE ROPE AND SUPPLY,119,1285 CENTRAL AVE.,,,HILLSIDE,NJ,7205,(908) 351-7800,,99
VE,BIS0000,BRENT BISHOP,120,3026 RUNNING STILL LANE,,,GUM SPRING,VA,23065,,,00
VE,BLA0001,BLASTCO,121,1505 N. WEST END BLVD,,,QUAKERTOWN,PA,18951,(215) 529-7100,,1
VE,BLA0002,BLAYLOCK INDUSTRIES,122,5600 MIDWAY ROAD,,,HALTOM CITY,TX,76117,(866) 871-0170,,1
VE,BLA0003,BLANDON FIRE COMPANY GOLF TRNM,123,PO BOX 139,,,BLANDON,PA,19510,610-926-2811,,00
VE,BLO0002,BLOOMSBURG METAL CO. LLC,124,PO BOX 450,,,WILKES BARRE,PA,18703-0450,(800) 432-8081,,1
VE,BMI0001,BMI KARTS & SUPPLIES,125,769 EAST MAIN STREET,,,VERSAILLES,OH,45380,(888) 926-6554,,99
VE,BOB0007,BOBCAT ENTERPRISES INC,126,3666 LACON ROAD,,,HILLIARD,OH,43026,(614) 876-1116,,00
VE,BOH0000,"BOHLINGER, INC.",127,600 E. ELM STREET,,,CONSHOHOCKEN,PA,19428,(610) 825-0440,,1
VE,BOL0001,BOLLINGER ELECTRIC INC,128,514 N MADISON ST,,,ALLENTOWN,PA,18102,610-437-4763,,1
VE,BOS0001,BOSS INDUSTRIES INC,129,1761 GENESIS DRIVE,,,LA PORTE,IN,46350,(219) 324-7776,,1
VE,BRA0000,BRADEN CARCO GEARMATIC,130,ATTN:  ACCTS RECEIVABLE,800 EAST DALLAS STREET,,BROKEN ARROW,OK,74012,(918) 251-8511,,8
VE,BRA0002,BRAND FX  LLC,131,PO BOX 677206,,,DALLAS,TX,75267-7206,(817) 431-1131,,1
VE,BRE0004,"BRECHBUHLER SCALES, INC.",132,1414 SCALE ST. S.W.,,,CANTON,OH,44706-3096,330-453-2424,,99
VE,BRE0005,"BRENNAN, MANNA & DIAMOND",133,75 E MARKET STREET,,,AKRON,OH,44308,(877) 902-8145,,00
VE,BRE0008,BRESSLER'S GARAGE INC.,134,2994 EAST VALLEY ROAD,,,LOGANTON,PA,17747,800-807-4661,,99
VE,BRI0000,"BRITTON TRANSPORT, INC.",135,P.O. BOX 13337,,,GRAND FORKS,ND,58208,(701) 772-6681,,6
VE,BRI0005,BRINKS MFG. CO.,136,75351 255TH STREET,,,CLARKS GROVE,MN,56016,888-887-5847,,99
VE,BRI0006,BRIDGE AUTO PARTS,137,3002 E MAIN ST,,,PEEKSKILL,NY,10566,(914) 528-7300,,00
VE,BRI0007,BRIANS PARTS & SERVICE,138,624 WASHINGTON AVE,,,WEST HAVEN,CT,6516,203-589-3921,,99
VE,BRI0009,"BRIMAR INDUSTRIES, INC.",139,SAFETYSIGN.COM,64 OUTWATER LANE,,GARFIELD,NJ,7026,(800) 274-6271,,99
VE,BRO0000,BROWN-DAUB CHEVROLET,140,819 NAZARETH PIKE,,,NAZARETH,PA,18064,(610) 759-1000,,5
VE,BRO0004,BROUGHAL & DEVITO LLP,141,38 WEST MARKET STREET,,,BETHLEHEM,PA,18018,610-865-3664,,5
VE,BRO0006,BRONTO SKYLIFT OY AB,142,"TEERIVUORENKATU 28,   FI 33300",,,TAMPERE,,,358208000000,,00
VE,BRO0007,BROWN-DAUB DODGE,143,7720 BATH PIKE,,,BATH,PA,18014,(610) 837-9303,,1
VE,BRO0008,"BROWN AND PERKINS, INC.",144,P.O. BOX 412,,,CRANBURY,NJ,8512,(609) 655-1150,,1
VE,BRY0003,JOSEPH BRYAN,145,3726 ETNA PL SW,,,CANTON,OH,44706,(330) 484-2940,,00
VE,BTB0001,BUSINESS TOOLBOX,146,P.O. BOX 267,,,COLLINGSWOOD,NJ,8108,(856) 833-1712,,00
VE,BUC0002,"BUCHER HYDRAULICS, INC",147,1363 MICHIGAN ST. NE,,,GRAND RAPIDS,MI,49503,(616) 458-1306,,1
VE,BUC0003,BUCKINGHAM MANUFACTURING CO.,148,P.O. BOX 1690,,,BINGHAMTON,NY,13902,(607) 773-2400,,1
VE,BUS0004,BUSY SERVICE CENTER,149,852 HURRICANE BRANCH ROAD,,,BUSY,KY,41723,(606) 439-1718,,5
VE,BUT0000,BUTLER TRAILER MFG CO.,150,259 HOCKETT DAIRY ROAD,,,RANDLEMAN,NC,27317,(336) 674-7804,,1
VE,BUY0000,BUYERS PRODUCTS,151,PO BOX 74237,,,CLEVELAND,OH,44194,(440) 974-8888,,1
VE,BUY0001,THE BUYING NETWORK,152,"420 S. 96TH STREET, SUITE 3",,,SEATTLE,WA,98108,800-928-9638,,00
VE,BUY0002,BUY PM LIGHTS,153,P.O. BOX 14392,,,KANSAS CITY,MO,64152,,,99
VE,CAB0010,CABLING PLUS,154,445 RYAN DRIVE,,,SAN MARCOS,CA,92078,(855) 818-5556,,99
VE,CAL0001,"CALHOUN ASSOCIATES, INC.",155,6850 HIBBS LANE,,,LEVITTOWN,PA,19057,215-943-6575,,99
VE,CAM0008,CAMPBELL FREIGHTLINER,156,1015 CRANBURY SOUTH RIVER RD,,,SOUTH BRUNSWICK,NJ,08831,732-287-1500,,1
VE,CAN0000,CANNS-BILCO DISTRIBUTORS,157,PO BOX 918,125 EAST PENN AVE,,ALBURTIS,PA,18011,610-966-3733,,99
VE,CAN0001,CANTON CHAIR RENTAL,158,4850 SOUTHWAY STREET SW,,,CANTON,OH,44706,800-686-4331,,00
VE,CAN0006,CANTON COPY CENTER,159,4722 CLEVELAND AVE SW,,,CANTON,OH,44707,330-452-2332,,00
VE,CAN0007,CANTON CITY UTILITIES,160,PO BOX 9955,,,CANTON,OH,44711-0955,330-649-8100,,00
VE,CAN0008,CANTON STERILIZED WIPING CLOTH,161,PO BOX 7227,1401 WAYNESBURG ROAD SE,,CANTON,OH,44707,330-455-5179,,00
VE,CAN0010,CANTON TOWING INC,162,1718 KIMBALL RD SE,,,CANTON,OH,44707,330-493-6900,,00
VE,CAP0000,CAPITAL BLUE CROSS,163,PO BOX 779516,,,HARRISBURG,PA,17177-9516,(800) 348-8172,,5
VE,CAR0001,CARGO TEC,164,12233 WILLIAMS ROAD,,,PERRYSBURG,OH,43551,800-852-2331,,99
VE,CAR0002,"CAREER BUILDERS,LLC",165,13047 COLLECTION CENTER DRIVE,,,CHICAGO,IL,60693,866-438-1485,,00
VE,CAR0005,CARR LANE MFG.,166,4200 CARR LANE CT.,PO BOX 191970,,SAINT LOUIS,MO,63119-7970,(314) 647-6200,,99
VE,CAR0007,JOSEPH E. KINNUCAN,167,CARGOLOCK,300 BASSLER DRIVE,,ISLAND LAKE,IL,60042,(847) 381-9700,,1
VE,CAR0009,CARNES OFFICE SUPPLY,168,7193 SUNSET STRIP NW,,,CANTON,OH,44720,330-497-1959,,1
VE,CAR0011,CARR,169,27447 BOSTIK COURT,,,TEMECULA,CA,92590,(800) 800-1084,,1
VE,CAR0012,CARTRIDGE WORLD,170,4901 PORTAGE STREET NW,,,CANTON,OH,44720,330-305-1424,,6
VE,CAR0016,CAR VISION,171,2626 WEST RIDGE PIKE,,,NORRISTOWN,PA,19403,(610) 279-4010,,5
VE,CAR0017,CARiD.COM,172,1 CORPORATE DRIVE,,,CRANBURY,NJ,8512,(800) 505-3274,,00
VE,CAS0000,CASCO,173,380HORACE STREET,,,BRIDGEPORT,CT,06610,516-285-1200,,00
VE,CAS0005,CASILIO CONCRETE,174,1035 MAUCH CHUNK RD,,,BETHLEHEM,PA,18018,610-867-5886,,00
VE,CASH,CASH,175,VERSALIFT EAST,,,,,,,,00
VE,CEL0001,CELESCO TRANDUCER PRODUCTS,176,20630 PLUMMER ST,,,CHATSWORTH,CA,91311,800-423-5483,,99
VE,CEN0002,CENTURY TOOL & EQUIPMENT,177,4533 TOWNE COURT,,,SAINT CHARLES,MO,63304,(636) 926-9333,,99
VE,CEN0003,CENTRAL VERMONT PUBLIC SERVICE,178,77 GROVE STREET,,,RUTLAND,VT,5701,(802) 747-5316,,00
VE,CEQ0000,HORIZON GLOBAL / CEQUENT PERFORMANCE PROD,179,4624 SOLUTIONS CENTER,PO BOX 774624,,CHICAGO,IL,60677-4006,(800) 632-3290,,1
VE,CER0001,CERTIFIED STEEL COMPANY,180,1333 BRUNSWICK PIKE,,,TRENTON,NJ,8648,(609) 656-4424,,1
VE,CER0004,CERTIFIED BOOM REPAIR SERVICE,181,1902 NORTH 38TH STREET,,,TAMPA,FL,33605,(877) 300-2666,,99
VE,CHE0003,CHERMACK MACHINE INC,182,1869 13 1/2 AVE,,,CAMERON,WI,54822,715-458-2655,,1
VE,CHE0004,CHELSEA PRODUCTS DIVISION,183,4409 COLLECTION CENTER DR,,,CHICAGO,IL,60693,(662) 895-1011AP,,1
VE,CHE0008,CHEROKEE TRUCK EQUIPMENT,184,3510 CUMMINGS ROAD,,,CHATTANOOGA,TN,37419,423-265-7189,,99
VE,CHR0001,"C H REED, INC",185,301 POPLAR STREET,,,HANOVER,PA,17331,(800) 692-7216,,1
VE,CHR0003,CHRIS NIKEL CHRYSLER JEEP DODG,186,2920 NORTH ASPEN AVE.,,C/O BILL SMITH,BROKEN ARROW,OK,74012,(918) 355-5000,,11
VE,CIA0000,JONATHAN CIALLELLA,187,,,,,,,,,00
VE,CIN0001,CINTAS CORPORATION #316,188,PO BOX 630910,,,CINCINNATI,OH,45263-0910,(330) 966-7800,,1
VE,CIN0002,THE CINCINNATI INSURANCE CO,189,PO BOX 145620,,,CINCINNATI,OH,45250-5620,,,00
VE,CIO0001,CIOCCA FORD`,190,3470 BETHLEHEM PIKE,,,SOUDERTON,PA,18964,(215) 972-9100,,5
VE,CIT0002,CITY OF BETHLEHEM,191,10 E CHURCH ST,,,BETHLEHEM,PA,18018-6025,610-865-7070,,00
VE,CLA0004,CLARION FORD,192,1214 EAST MAIN STREET,,,CLARION,PA,16214,814-226-9550,,92
VE,CLE0003,CLEVELAND CRANE & SHOVEL,193,26781 CANNON RD,#A,,BEDFORD,OH,44146,(440) 439-4749,,5
VE,CLE0007,THE CLEVELAND PUNCH & DIE COMPANY,194,P.O. BOX 769,666 PRATT STREET,,RAVENNA,OH,44266,800-451-4342,,99
VE,CLE0008,"CLEAN RENTAL SERVICES, INC",195,PO BOX 46886,,,PHILADELPHIA,PA,19160,(800) 825-3266,,1
VE,CLE0009,CLEVELAND COUNTY REGISTER OF DEEDS,196,311 E MARION STREET,,,SHELBY,NC,28150,704-484-4834,,00
VE,CLI0001,CLIMATE COMPANIES,197,1601 PAGE BLVD,,,SPRINGFIELD,MA,1104,(413) 272-0168,,1
VE,CLI0002,CLIMATE RIGHT,198,777 MANOR PARK DR,,,COLUMBUS,OH,43228,(800) 725-4628,,1
VE,CLI0003,"C-LINE PRODUCTS, INC",199,1100 EAST BUSINESS CENTER DR.,,,MOUNT PROSPECT,IL,60056,(847) 827-6661,,99
VE,CMH0000,"C.M. HIGH, INC.",200,341 KING STREET,,,MYERSTOWN,PA,17067,,,00
VE,CNA0001,CNA SURETY,201,PO BOX 957312,,,SAINT LOUIS,MO,63195-7312,412-281-0673,,00
VE,COA0002,COAST CITIES EQUIPMENT SALES,202,1201 HWY 35,,,NEPTUNE,NJ,07753,,,00
VE,COC0000,COCHRAN FARM EQUIPMENT,203,380 EAST MAIN ST,,,SOMERSET,PA,15501,814-445-4189,,00
VE,COF0001,COFFMAN ELECTRICAL EQUIPMENT,204,3300 JEFFERSON AVE,,,GRAND RAPIDS,MI,49548,888-331-5344,,99
